biome	sample	h	DateTime	Station	LatN	LonE	Feature	DepthFrom	DepthTo	SizeFrx	Run	Depth	Date	RadiansDate	Vernality	Wintriness	Location	hc	ssu.cnt	ssu.cov
_tara	ERR599144	6.22812573227315	2010-09-07T06:19	TARA_067	-32.2401	17.7103	surface water layer (ENVO:00002042)	3	7	0.22-3 um	ERR599144	5	2010-09-07	4.31096325242599	0.92050485345244	0.390731128489275	Indian Ocean	6.42722603715386	21354	0.590486039296794
_tara	ERR599145	5.42763079822126	2010-03-18T11:33	TARA_039	18.5839	66.4727	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	23	27	0.22-1.6 um	ERR599145	25	2010-03-18	1.36135681655558	0.978147600733806	0.207911690817759	Indian Ocean	5.54237554960947	87078	0.611877875365956
_tara	ERR599146	5.82294122720855	2010-07-12T05:59	TARA_065	-35.1728	26.2868	surface water layer (ENVO:00002042)	3	7	0.22-3 um	ERR599146	5	2010-07-12	3.35103216382911	0.207911690817759	0.978147600733806	Indian Ocean	5.95294973651486	60653	0.627553237722729
_tara	ERR599147	5.7457859201386	2011-12-02T20:42	TARA_137	14.2075	-116.6468	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	38	42	0.22-3 um	ERR599147	40	2011-12-02	5.79449311662117	-0.469471562785892	0.882947592858927	North Pacific Ocean	5.95293820129749	26429	0.549114331723027
_tara	ERR599148	6.27921021106774	2010-10-16T16:58:37	TARA_076	-21.0292	-35.3498	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	150	150	0.22-3 um	ERR599148	150	2010-10-16	4.99164166070378	0.961261695938319	-0.275637355816999	South Atlantic Ocean	6.45790112553897	58323	0.601832692876145
_tara	ERR599149	5.60948129427405	2010-09-21T11:57:54	TARA_070	-20.4075	-3.1641	mesopelagic zone (ENVO:00000213)	785	812	0.22-3 um	ERR599149	798.5	2010-09-21	4.5553093477052	0.987688340595138	0.156434465040231	Indian Ocean	5.85418482215283	27172	0.539517274017984
_tara	ERR599150	5.44491794680387	2010-07-07T04:48	TARA_064	-29.5019	37.9889	surface water layer (ENVO:00002042)	3	7	0.22-3 um	ERR599150	5	2010-07-07	3.2637657012294	0.121869343405147	0.992546151641322	Indian Ocean	5.5262061498089	157383	0.629241877256318
_tara	ERR599151	5.67356211815467	2011-08-04T18:33	TARA_124	-9.1504	-140.5216	surface water layer (ENVO:00002042)	3	7	0.22-3 um	ERR599151	5	2011-08-04	3.73500459926787	0.559192903470747	0.829037572555042	South Pacific Ocean	5.82967260577241	36060	0.602785515320334
_tara	ERR599152	5.94560078866561	2011-12-03T14:31:20	TARA_137	14.2025	-116.6433	mesopelagic zone (ENVO:00000213)	370	379	0.22-3 um	ERR599152	374.5	2011-12-03	5.81194640914112	-0.453990499739547	0.891006524188368	North Pacific Ocean	6.20072074378962	26951	0.503319502074689
_tara	ERR599153	5.89450013647881	2009-11-23T13:52	TARA_025	39.3991	19.3997	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	48	52	0.22-1.6 um	ERR599153	50	2009-11-23	5.63741348394168	-0.601815023152048	0.798635510047293	Mediterranean Sea	6.11344276908206	18972	0.58396723229959
_tara	ERR599154	6.13769813237518	2010-10-17T09:05:05	TARA_076	-20.9315	-35.1794	mesopelagic zone (ENVO:00000213)	800	800	0.22-3 um	ERR599154	800	2010-10-17	5.00909495322373	0.956304755963035	-0.292371704722737	South Atlantic Ocean	6.41759031255483	15357	0.510659395141299
_tara	ERR599155	5.11910821260921	2010-01-11T07:21	TARA_032	23.36	37.2183	surface water layer (ENVO:00002042)	3	7	0.22-1.6 um	ERR599155	5	2010-01-11	0.191986217719376	0.190808995376545	0.981627183447664	Red Sea	5.35497144415024	11605	0.579624134520277
_tara	ERR599156	6.07184618987474	2011-08-09T17:05:33	TARA_125	-8.8999	-142.5461	marine epipelagic mixed layer (ENVO:xxxxxxxxx)	140	140	0.22-3 um	ERR599156	140	2011-08-09	3.82227106186758	0.629320391049838	0.777145961456971	South Pacific Ocean	6.23618831291256	116902	0.595913261050876
_tara	ERR599157	6.06205413402097	2011-08-01T17:52:45	TARA_123	-8.9109	-140.2845	marine epipelagic mixed layer (ENVO:xxxxxxxxx)	150	150	0.22-3 um	ERR599157	150	2011-08-01	3.68264472170804	0.515038074910054	0.857167300702112	South Pacific Ocean	6.28199453527579	26607	0.563644484144707
_tara	ERR599158	5.39707336798299	2010-03-15T03:35	TARA_038	19.0393	64.4913	surface water layer (ENVO:00002042)	3	7	0.22-1.6 um	ERR599158	5	2010-03-15	1.30899693899575	0.965925826289068	0.258819045102521	Indian Ocean	5.56367426758338	22519	0.630757220921155
_tara	ERR599159	6.31037655862628	2010-11-05T12:33:27	TARA_078	-30.1471	-43.2915	mesopelagic zone (ENVO:00000213)	800	800	0.22-3 um	ERR599159	800	2010-11-05	5.32325421858271	0.819152044288992	-0.573576436351046	South Atlantic Ocean	6.50717113383577	91784	0.58389394538979
_tara	ERR599160	6.01186397662101	2011-07-31T17:20	TARA_123	-8.9068	-140.283	surface water layer (ENVO:00002042)	3	7	0.22-3 um	ERR599160	5	2011-07-31	3.68264472170804	0.515038074910054	0.857167300702112	South Pacific Ocean	6.14687248930393	98204	0.587640773895466
_tara	ERR599161	6.08794134304147	2011-08-05T17:31:19	TARA_124	-9.0714	-140.5973	marine epipelagic mixed layer (ENVO:xxxxxxxxx)	120	120	0.22-3 um	ERR599161	120	2011-08-05	3.75245789178781	0.573576436351046	0.819152044288992	South Pacific Ocean	6.27851627689573	31768	0.592461197339246
_tara	ERR599162	5.75317894846551	2011-12-21T16:20	TARA_140	7.4122	-79.3017	surface water layer (ENVO:00002042)	3	7	0.22-3 um	ERR599162	5	2011-12-21	6.1261056745001	-0.156434465040232	0.987688340595138	North Pacific Ocean	5.87213029832756	116265	0.609535304767652
_tara	ERR599163	5.71550555462148	2011-04-15T12:45	TARA_100	-13.0023	-95.9759	surface water layer (ENVO:00002042)	3	7	0.22-3 um	ERR599163	5	2011-04-15	1.83259571459405	-0.965925826289068	0.258819045102521	South Pacific Ocean	5.82496625995001	79886	0.631761142362614
_tara	ERR599164	6.07946258142936	2010-07-07T12:13:35	TARA_064	-29.5046	37.9599	mesopelagic zone (ENVO:00000213)	1000	1000	0.22-3 um	ERR599164	1000	2010-07-07	3.2637657012294	0.121869343405147	0.992546151641322	Indian Ocean	6.29745149822086	40726	0.540130899069928
_tara	ERR599165	5.94733762641962	2010-09-21T06:55	TARA_070	-20.4091	-3.1759	surface water layer (ENVO:00002042)	3	7	0.22-3 um	ERR599165	5	2010-09-21	4.5553093477052	0.987688340595138	0.156434465040231	Indian Ocean	6.11630862579835	33084	0.603214465092918
